OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA
187308113,78,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,38.884,-76.995397,YES,NO,,,NO,2,17,400399.3716,135129.1858,
187308114,79,18th & M St NW,31221,38.905067,-77.041779,YES,NO,,,NO,16,11,396376.1856,137468.6086,
187308115,80,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,38.947607,-77.079382,YES,NO,,,NO,5,10,393118.6949,142193.0751,
187308116,81,13th & H St NE,31611,38.900022,-76.988422,YES,NO,,,NO,14,12,401004.3202,136907.8073,
187308117,82,5th & F St NW,31620,38.897222,-77.019347,YES,NO,,,NO,13,18,398321.7011,136597.0991,
187308118,83,New York Ave & 15th St NW,31222,38.8991,-77.0337,YES,NO,,,NO,7,11,397076.6949,136805.9339,
187308119,84,Convention Center / 7th & M St NW,31223,38.905737,-77.02227,YES,NO,,,NO,19,4,398068.3695,137542.3904,
187308120,85,Harvard St & Adams Mill Rd NW,31112,38.927872,-77.043358,YES,NO,,,NO,6,9,396240.4292,140000.2176,
187308121,86,19th & L St NW,31224,38.903407,-77.043648,YES,NO,,,NO,7,8,396213.9848,137284.411,
187308122,87,C & O Canal & Wisconsin Ave NW,31225,38.90375,-77.06269,YES,NO,,,NO,10,12,394562.3134,137323.4488,
187308123,88,Maine Ave & 7th St SW,31609,38.878694,-77.023054,YES,NO,,,NO,13,6,397999.6097,134540.4217,
187308124,89,D St & Maryland Ave NE,31612,38.894758,-76.997114,YES,NO,,,NO,11,12,400250.3612,136323.4017,
187308125,90,34th St & Wisconsin Ave NW,31226,38.916442,-77.0682,YES,NO,,,NO,3,7,394085.4325,138732.7073,
187308126,91,13th St & New York Ave NW,31227,38.900283,-77.029822,YES,NO,,,NO,8,15,397413.1348,136937.1393,
187308127,92,8th & H St NW,31228,38.8997,-77.023086,YES,NO,,,NO,11,21,397997.4227,136872.2523,
187308128,93,10th & Monroe St NE,31504,38.932514,-76.992889,YES,NO,,,NO,8,3,400616.5545,140514.6508,
187308129,94,Eckington Pl & Q St NE,31505,38.910972,-77.00495,YES,NO,,,NO,4,19,399570.6839,138123.2943,
187308130,95,6th & H St NE,31615,38.899972,-76.998347,YES,NO,,,NO,12,11,400143.3877,136902.1946,
187308131,96,3rd & H St NE,31616,38.900412,-77.001949,YES,NO,,,NO,9,10,399830.9372,136951.0386,
187308132,97,Bladensburg Rd & Benning Rd NE,31617,38.900413,-76.982872,YES,NO,,,NO,6,9,401485.7403,136951.2872,
187308133,98,4th & East Capitol St NE,31618,38.889955,-77.000349,YES,NO,,,NO,2,8,399969.7221,135790.227,
187308134,99,Lincoln Park / 13th & East Capitol St NE,31619,38.890461,-76.988355,YES,NO,,,NO,15,9,401010.2674,135846.4614,
187308135,100,Branch & Pennsylvania Ave SE,31701,38.8692,-76.9599,YES,NO,,,NO,6,5,403479.9307,133487.0282,
187308136,101,13th & D St NE,31622,38.894832,-76.987633,YES,NO,,,NO,15,15,401072.8391,136331.685,
187308137,102,New Hampshire Ave & T St NW,31229,38.91554,-77.03818,YES,NO,,,NO,12,11,396688.8408,138631.0609,
187308138,103,Metro Center / 12th & G St NW,31230,38.898364,-77.027869,YES,NO,,,NO,16,23,397582.4798,136724.0614,
187308139,104,14th & D St NW / Ronald Reagan Building,31231,38.894514,-77.031617,YES,NO,,,NO,10,15,397257.2084,136296.7868,
187308140,105,7th & F St NW / National Portrait Gallery,31232,38.897296,-77.022201,YES,NO,,,NO,7,19,398074.1265,136605.3701,
187308141,106,17th & K St NW / Farragut Square,31233,38.902061,-77.038322,YES,NO,,,NO,12,23,396675.8978,137134.7868,
187308142,107,20th & O St NW / Dupont South,31234,38.908905,-77.04478,YES,NO,,,NO,10,8,396116.0948,137894.7812,
187308143,108,4th & D St NW / Judiciary Square,31621,38.895344,-77.016106,YES,NO,,,NO,9,4,398602.8121,136388.5716,
187308144,109,19th St & Constitution Ave NW,31235,38.8923,-77.0436,YES,NO,,,NO,13,20,396217.5594,136051.4436,
187308145,110,37th & O St NW / Georgetown University,31236,38.90774,-77.071652,YES,NO,,,NO,16,4,393785.3036,137766.9431,
187308146,111,11th & H St NE,31614,38.899983,-76.991383,YES,NO,,,NO,12,7,400747.4721,136903.4496,
187308147,112,25th St & Pennsylvania Ave NW,31237,38.903827,-77.053485,YES,NO,,,NO,9,6,395360.7536,137331.4883,
187308148,113,Columbus Circle / Union Station,31623,38.89696,-77.00493,YES,NO,,,NO,27,28,399572.3345,136567.8488,
187308149,114,North Capitol St & F St NW,31624,38.897446,-77.009888,YES,NO,,,NO,17,6,399142.246,136621.8335,
187308150,115,11th & M St NW,31266,38.905607,-77.027137,YES,NO,,,NO,5,14,397646.2168,137528.0736,
187308151,116,36th & Calvert St NW / Glover Park,31304,38.922581,-77.070334,YES,NO,,,NO,8,7,393900.8889,139414.3282,
187308152,117,14th & G St NW,31238,38.898069,-77.031823,YES,NO,,,NO,8,13,397239.4753,136691.4262,
187308153,118,Potomac Ave & 35th St S,31052,38.844015,-77.050537,YES,NO,,,NO,16,7,395612.7851,130691.7623,
187308154,124,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,38.88412,-77.04657,YES,NO,,,NO,11,12,395959.4391,135143.5273,
187308155,125,11th & F St NW,31262,38.897857,-77.026975,YES,NO,,,NO,11,4,397660.014,136667.7571,
187308156,126,23rd & E St NW,31260,38.896104,-77.049882,YES,NO,,,NO,10,9,395672.8064,136473.9966,
187308157,127,Lynn & 19th St North,31014,38.897315,-77.070993,YES,NO,,,NO,5,25,393841.5616,136609.6397,
187308158,128,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,38.8946,-77.072305,YES,NO,,,NO,13,6,393727.5107,136308.3425,
187308159,129,Clarendon Blvd & Pierce St,31016,38.893438,-77.076389,YES,NO,,,NO,8,7,393373.1141,136179.64,
187308160,130,Wilson Blvd & N Uhle St,31017,38.891696,-77.0846,YES,NO,,,NO,7,7,392660.6158,135986.8924,
187308161,131,N Rhodes & 16th St N,31018,38.892164,-77.079375,YES,NO,,,NO,7,4,393113.9503,136038.437,
187308162,132,Fairfax Village,31706,38.86559,-76.952103,YES,NO,,,NO,4,11,404156.7748,133086.6177,
187308163,133,21st St & Constitution Ave NW,31261,38.892459,-77.046567,YES,NO,,,NO,10,5,395960.1716,136069.221,
187308164,134,Wilson Blvd & N Edgewood St,31019,38.889,-77.0925,YES,NO,,,NO,6,9,391974.9566,135688.2803,
187308165,135,Columbia Rd & Belmont St NW,31113,38.920669,-77.04368,YES,NO,,,NO,5,14,396212.126,139200.6367,
187308166,136,Rhode Island & Connecticut Ave NW,31239,38.905996,-77.039802,YES,NO,,,NO,14,9,396547.711,137571.6585,
187308167,137,Thomas Circle,31241,38.9059,-77.0325,YES,NO,,,NO,3,30,397181.0576,137560.7509,
187308168,138,Wilson Blvd & Franklin Rd,31020,38.8904,-77.0889,YES,NO,,,NO,3,8,392287.4339,135843.3808,
187308169,139,Clarendon Blvd & N Fillmore St,31021,38.8881,-77.09308,YES,NO,,,NO,13,1,391924.5356,135588.4245,
187308170,140,Clarendon Metro / Wilson Blvd & N Highland St,31022,38.88786,-77.094875,YES,NO,,,NO,0,17,391768.7767,135561.9429,
187308171,141,18th St & Pennsylvania Ave NW,31242,38.89968,-77.041539,YES,NO,,,NO,15,12,396396.7306,136870.5987,
187308172,142,4th & C St SW,31243,38.886372,-77.017701,YES,NO,,,NO,20,19,398464.2535,135392.635,
187308173,143,4th & E St SW,31244,38.88412,-77.017445,YES,NO,,,NO,9,10,398486.4164,135142.6413,
187308174,144,3rd & G St SE,31625,38.881185,-77.001828,YES,NO,,,NO,12,7,399841.3904,134816.6907,
187308175,145,7th & R St NW / Shaw Library,31245,38.912719,-77.022155,YES,NO,,,NO,8,7,398078.5324,138317.4472,
187308176,146,9th & Upshur St NW,31404,38.9418,-77.0251,YES,NO,,,NO,9,6,397824.0048,141545.7535,
187308177,147,1st & Rhode Island Ave NW,31506,38.915417,-77.012289,YES,NO,,,NO,7,8,398934.235,138616.7862,
